attack	XX
in	XX
the	XX
seventh	XX
minute	XX
.	XX

Nader	XX
Jokhadar	XX
headed	XX
a	XX
cross	XX
from	XX
the	XX
right	XX
by	XX
Ammar	XX
Awad	XX
into	XX
the	XX
top	XX
right	XX
corner	XX
of	XX
Kenichi	XX
Shimokawa	XX
's	XX
goal	XX
.	XX

Japan	XX
then	XX
laid	XX
siege	XX
to	XX
the	XX
Syrian	XX
penalty	XX
area	XX
and	XX
had	XX
a	XX
goal	XX
disallowed	XX
for	XX
offside	XX
in	XX
the	XX
16th	XX
minute	XX
.	XX

A	XX
minute	XX
later	XX
,	XX
Bitar	XX
produced	XX
a	XX
good	XX
double	XX
save	XX
,	XX
first	XX
from	XX
Kazuyoshi	XX
Miura	XX
's	XX
header	XX
and	XX
then	XX
blocked	XX
a	XX
Takagi	XX
follow-up	XX
shot	XX
.	XX

Bitar	XX
saved	XX
well	XX
again	XX
from	XX
Miura	XX
in	XX
the	XX
37th	XX
minute	XX
,	XX
parrying	XX
away	XX
his	XX
header	XX
from	XX
a	XX
corner	XX
.	XX

Japan	XX
started	XX
the	XX
second	XX
half	XX
brightly	XX
but	XX
Bitar	XX
denied	XX
them	XX
an	XX
equaliser	XX
when	XX
he	XX
dived	XX
to	XX
his	XX
right	XX
to	XX
save	XX
Naoki	XX
Soma	XX
's	XX
low	XX
drive	XX
in	XX
the	XX
53rd	XX
minute	XX
.	XX

Japan	XX
:	XX
19	XX
-	XX
Kenichi	XX
Shimokawa	XX
,	XX
2	XX
-	XX
Hiroshige	XX
Yanagimoto	XX
,	XX
3	XX
-	XX
Naoki	XX
Soma	XX
,	XX
4	XX
-	XX
Masami	XX
Ihara	XX
,	XX
5	XX
-	XX
Norio	XX
Omura	XX
,	XX
6	XX
-	XX
Motohiro	XX
Yamaguchi	XX
,	XX
8	XX
-	XX
Masakiyo	XX
Maezono	XX
(	XX
7	XX
-	XX
Yasuto	XX
Honda	XX
71	XX
)	XX
,	XX
9	XX
-	XX
Takuya	XX
Takagi	XX
,	XX
10	XX
-	XX
Hiroshi	XX
Nanami	XX
,	XX
11	XX
-	XX
Kazuyoshi	XX
Miura	XX
,	XX
15	XX
-	XX
Hiroaki	XX
Morishima	XX
(	XX
14	XX
-	XX
Masayuki	XX
Okano	XX
75	XX
)	XX
.	XX

Syria	XX
:	XX
24	XX
-	XX
Salem	XX
Bitar	XX
,	XX
3	XX
-	XX
Bachar	XX
Srour	XX
;	XX
4	XX
-	XX
Hassan	XX
Abbas	XX
,	XX
5	XX
-	XX
Tarek	XX
Jabban	XX
,	XX
6	XX
-	XX
Ammar	XX
Awad	XX
(	XX
9	XX
-	XX
Louay	XX
Taleb	XX
69	XX
)	XX
,	XX
8	XX
-	XX
Nihad	XX
al-Boushi	XX
,	XX
10	XX
-	XX
Mohammed	XX
Afash	XX
,	XX
12	XX
-	XX
Ali	XX
Dib	XX
,	XX
13	XX
-	XX
Abdul	XX
Latif	XX
Helou	XX
(	XX
17	XX
-	XX
Ammar	XX
Rihawiy	XX
46	XX
)	XX
,	XX
14	XX
-	XX
Khaled	XX
Zaher	XX
;	XX
16	XX
-	XX
Nader	XX
Jokhadar	XX
.	XX

-DOCSTART-	XX

FREESTYLE	XX
SKIING-WORLD	XX
CUP	XX
MOGUL	XX
RESULTS	XX
.	XX

TIGNES	XX
,	XX
France	XX
1996-12-06	XX

Results	XX
of	XX
the	XX
World	XX
Cup	XX

freestyle	XX
skiing	XX
moguls	XX
competition	XX
on	XX
Friday	XX
:	XX

Men	XX

1.	XX
Jesper	XX
Ronnback	XX
(	XX
Sweden	XX
)	XX
25.76	XX
points	XX

2.	XX
Andrei	XX
Ivanov	XX
(	XX
Russia	XX
)	XX
24.88	XX

3.	XX
Ryan	XX
Johnson	XX
(	XX
Canada	XX
)	XX
24.57	XX

4.	XX
Jean-Luc	XX
Brassard	XX
(	XX
Canada	XX
)	XX
24.40	XX

5.	XX
Korneilus	XX
Hole	XX
(	XX
Norway	XX
)	XX
23.92	XX

6.	XX
Jeremie	XX
Collomb-Patton	XX
(	XX
France	XX
)	XX
23.87	XX

7.	XX
Jim	XX
Moran	XX
(	XX
U.S.	XX
)	XX
23.25	XX

8.	XX
Dominick	XX
Gauthier	XX
(	XX
Canada	XX
)	XX
22.73	XX

9.	XX
Johann	XX
Gregoire	XX
(	XX
France	XX
)	XX
22.58	XX

10.	XX
Troy	XX
Benson	XX
(	XX
U.S.	XX
)	XX
22.56	XX

Women	XX

1.	XX
Tatjana	XX
Mittermayer	XX
(	XX
Germany	XX
)	XX
24.32	XX

2.	XX
Candice	XX
Gilg	XX
(	XX
France	XX
)	XX
24.31	XX

3.	XX
Minna	XX
Karhu	XX
(	XX
Finland	XX
)	XX
24.05	XX

4.	XX
Tae	XX
Satoya	XX
(	XX
Japan	XX
)	XX
23.75	XX

5.	XX
Ann	XX
Battellle	XX
(	XX
U.S.	XX
)	XX
23.56	XX

6.	XX
Donna	XX
Weinbrecht	XX
(	XX
U.S.	XX
)	XX
22.48	XX

7.	XX
Liz	XX
McIntyre	XX
(	XX
U.S.	XX
)	XX
22.00	XX

8.	XX
Elena	XX
Koroleva	XX
(	XX
Russia	XX
)	XX
21.77	XX

9.	XX
Ljudmila	XX
Dymchenko	XX
(	XX
Russia	XX
)	XX
21.59	XX

10.	XX
Katleen	XX
Allais	XX
(	XX
France	XX
)	XX
21.58	XX

-DOCSTART-	XX

SOCCER	XX
-	XX
ASIAN	XX
CUP	XX
GROUP	XX
C	XX
RESULTS	XX
.	XX

AL-AIN	XX
,	XX
United	XX
Arab	XX
Emirates	XX
1996-12-06	XX

Results	XX
of	XX
Asian	XX
Cup	XX
group	XX
C	XX
matches	XX
played	XX
on	XX
Friday	XX
:	XX

Japan	XX
2	XX
Syria	XX
1	XX
(	XX
halftime	XX
0-1	XX
)	XX

Scorers	XX
:	XX

Japan	XX
-	XX
Hassan	XX
Abbas	XX
84	XX
own	XX
goal	XX
,	XX
Takuya	XX
Takagi	XX
88	XX
.	XX

Syria	XX
-	XX
Nader	XX
Jokhadar	XX
7	XX

Attendance	XX
:	XX
10,000	XX
.	XX

China	XX
0	XX
Uzbekistan	XX
2	XX
(	XX
halftime	XX
0-0	XX
)	XX

Scorers	XX
:	XX
Shkvyrin	XX
Igor	XX
78	XX
,	XX
Shatskikh	XX
Oleg	XX
90	XX

Attendence	XX
:	XX
3,000	XX

Standings	XX
(	XX
tabulate	XX
under	XX
played	XX
,	XX
won	XX
,	XX
drawn	XX
,	XX
lost	XX
,	XX
goals	XX

for	XX
,	XX
goals	XX
against	XX
,	XX
points	XX
)	XX
:	XX

Uzbekistan	XX
1	XX
1	XX
0	XX
0	XX
2	XX
0	XX
3	XX

Japan	XX
1	XX
1	XX
0	XX
0	XX
2	XX
1	XX
3	XX

Syria	XX
1	XX
0	XX
0	XX
1	XX
1	XX
2	XX
0	XX

China	XX
1	XX
0	XX
0	XX
1	XX
0	XX
2	XX
0	XX

-DOCSTART-	XX

CRICKET	XX
-	XX
PAKISTAN	XX
V	XX
NEW	XX
ZEALAND	XX
ONE-DAY	XX
SCOREBOARD	XX
.	XX

[	XX
CORRECTED	XX
14:06	XX
GMT	XX
]	XX

SIALKOT	XX
,	XX
Pakistan	XX
1996-12-06	XX

Scoreboard	XX
in	XX
the	XX
second	XX

one-day	XX
cricket	XX
international	XX
between	XX
Pakistan	XX
and	XX
New	XX
Zealand	XX

on	XX
Friday	XX
:	XX

Pakistan	XX

Saeed	XX
Anwar	XX
run	XX
out	XX
91	XX
(	XX
corrects	XX
from	XX
90	XX
)	XX

Zahoor	XX
Elahi	XX
b	XX
Cairns	XX
86	XX
(	XX
corrects	XX
from	XX
87	XX
)	XX

Ijaz	XX
Ahmad	XX
c	XX
Spearman	XX
b	XX
Vaughan	XX
59	XX

Inzamamul	XX
Haq	XX
st	XX
Germon	XX
b	XX
Astle	XX
2	XX

Wasim	XX
Akram	XX
b	XX
Harris	XX
4	XX

Shahid	XX
Afridi	XX
b	XX
Harris	XX
2	XX

Moin	XX
Khan	XX
c	XX
Astle	XX
b	XX
Harris	XX
1	XX

Waqar	XX
Younis	XX
st	XX
Germon	XX
b	XX
Harris	XX
0	XX

Saqlain	XX
Mushtaq	XX
b	XX
Harris	XX
2	XX

Mushtaq	XX
Ahmad	XX
not	XX
out	XX
5	XX

Salim	XX
Malik	XX
not	XX
out	XX
1	XX

Extras	XX
(	XX
lb-8	XX
nb-2	XX
w-14	XX
)	XX
24	XX

Total	XX
(	XX
for	XX
9	XX
wickets	XX
in	XX
47	XX
overs	XX
)	XX
277	XX

Fall	XX
of	XX
wicket	XX
:	XX
1-177	XX
(	XX
corrects	XX
from	XX
1-178	XX
)	XX
2-225	XX
3-240	XX
4-247	XX
5-252	XX
6-260	XX
7-261	XX
8-269	XX
9-276	XX

Bowling	XX
:	XX
Doull	XX
8-1-60-0	XX
(	XX
w-3	XX
)	XX
,	XX
Kennedy	XX
3-0-24-0	XX
(	XX
w-7	XX
nb-1	XX
)	XX
,	XX

Cairns	XX
8-1-35-1	XX
(	XX
w-2	XX
)	XX
,	XX
Vaughan	XX
9-1-55-1	XX
,	XX
Harris	XX
10-0-42-5	XX
(	XX
w-1	XX
)	XX
,	XX

Astle	XX
9-0-53-1	XX
(	XX
w-1	XX
nb-1	XX
)	XX

New	XX
Zealand	XX
innings	XX

B.	XX
Young	XX
c	XX
Moin	XX
Khan	XX
b	XX
Waqar	XX
5	XX

C.	XX
Spearman	XX
c	XX
Moin	XX
Khan	XX
b	XX
Wasim	XX
0	XX

A.	XX
Parore	XX
c	XX
Ijaz	XX
Ahmad	XX
b	XX
Saqlain	XX
37	XX

S.	XX
Fleming	XX
c	XX
and	XX
b	XX
Afridi	XX
88	XX

C.	XX
Cairns	XX
b	XX
Saqlain	XX
10	XX

N.	XX
Astle	XX
c	XX
Ijaz	XX
Ahmad	XX
b	XX
Salim	XX
Malik	XX
20	XX

C.	XX
Harris	XX
lbw	XX
b	XX
Wasim	XX
22	XX

L.	XX
Germon	XX
lbw	XX
b	XX
Afridi	XX
2	XX

J.	XX
Vaughan	XX
c	XX
Moin	XX
Khan	XX
b	XX
Wasim	XX
13	XX

S.	XX
Doull	XX
c	XX
subs	XX
(	XX
M.	XX
Wasim	XX
)	XX
b	XX
Waqar	XX
1	XX

R.	XX
Kennedy	XX
not	XX
out	XX
7	XX

Extras	XX
(	XX
b-9	XX
lb-3	XX
w-12	XX
nb-2	XX
)	XX
26	XX

Total	XX
(	XX
all	XX
out	XX
in	XX
42.1	XX
overs	XX
)	XX
231	XX

Fall	XX
of	XX
wickets	XX
:	XX
1-3	XX
2-7	XX
3-125	XX
4-146	XX
5-170	XX
6-190	XX
7-195	XX

8-213	XX
9-216	XX
.	XX

Bowling	XX
:	XX
Wasim	XX
Akram	XX
8.1-0-43-3	XX
(	XX
9w	XX
,	XX
1nb	XX
)	XX
,	XX
Waqar	XX
Younis	XX

6-0-32-2	XX
(	XX
2w	XX
,	XX
1nb	XX
)	XX
,	XX
Saqlain	XX
Mushtaq	XX
8-0-54-2	XX
,	XX
Mushtaq	XX
Ahmad	XX

10-0-42-0	XX
(	XX
1w	XX
)	XX
,	XX
Shahid	XX
Afridi	XX
7-0-40-2	XX
,	XX
Salim	XX
Malik	XX
2.5-0-8-1	XX
,	XX

Ijaz	XX
Ahmad	XX
0.1-0-0-0	XX
.	XX

Result	XX
:	XX
Pakistan	XX
won	XX
by	XX
46	XX
runs	XX
.	XX

Third	XX
one-day	XX
match	XX
:	XX
December	XX
8	XX
,	XX
in	XX
Karachi	XX
.	XX

-DOCSTART-	XX

SOCCER	XX
-	XX
ENGLISH	XX
F.A.	XX
CUP	XX
SECOND	XX
ROUND	XX
RESULT	XX
.	XX

LONDON	XX
1996-12-06	XX

Result	XX
of	XX
an	XX
English	XX
F.A.	XX
Challenge	XX

Cup	XX
second	XX
round	XX
match	XX
on	XX
Friday	XX
:	XX

Plymouth	XX
4	XX
Exeter	XX
1	XX

-DOCSTART-	XX

SOCCER	XX
-	XX
BLINKER	XX
BAN	XX
LIFTED	XX
.	XX

LONDON	XX
1996-12-06	XX

Dutch	XX
forward	XX
Reggie	XX
Blinker	XX
had	XX
his	XX
indefinite	XX
suspension	XX
lifted	XX
by	XX
FIFA	XX
on	XX
Friday	XX
and	XX
was	XX
set	XX
to	XX
make	XX
his	XX
Sheffield	XX
Wednesday	XX
comeback	XX
against	XX
Liverpool	XX
on	XX
Saturday	XX
.	XX

Blinker	XX
missed	XX
his	XX
club	XX
's	XX
last	XX
two	XX
games	XX
after	XX
FIFA	XX
slapped	XX
a	XX
worldwide	XX
ban	XX
on	XX
him	XX
for	XX
appearing	XX
to	XX
sign	XX
contracts	XX
for	XX
both	XX
Wednesday	XX
and	XX
Udinese	XX
while	XX
he	XX
was	XX
playing	XX
for	XX
Feyenoord	XX
.	XX

FIFA	XX
's	XX
players	XX
'	XX
status	XX
committee	XX
,	XX
meeting	XX
in	XX
Barcelona	XX
,	XX
decided	XX
that	XX
although	XX
the	XX
Udinese	XX
document	XX
was	XX
basically	XX
valid	XX
,	XX
it	XX
could	XX
not	XX
be	XX
legally	XX
protected	XX
.	XX

The	XX
committee	XX
said	XX
the	XX
Italian	XX
club	XX
had	XX
violated	XX
regulations	XX
by	XX
failing	XX
to	XX
inform	XX
Feyenoord	XX
,	XX
with	XX
whom	XX
the	XX
player	XX
was	XX
under	XX
contract	XX
.	XX

Blinker	XX
was	XX
fined	XX
75,000	XX
Swiss	XX
francs	XX
(	XX
$	XX
57,600	XX
)	XX
for	XX
failing	XX
to	XX
inform	XX
the	XX
Engllsh	XX
club	XX
of	XX
his	XX
previous	XX
commitment	XX
to	XX
Udinese	XX
.	XX

-DOCSTART-	XX

SOCCER	XX
-	XX
LEEDS	XX
'	XX
BOWYER	XX
FINED	XX
FOR	XX
PART	XX
IN	XX
FAST-FOOD	XX
FRACAS	XX
.	XX

LONDON	XX
1996-12-06	XX

Leeds	XX
'	XX
England	XX
under-21	XX
striker	XX
Lee	XX
Bowyer	XX
was	XX
fined	XX
4,500	XX
pounds	XX
(	XX
$	XX
7,400	XX
)	XX
on	XX
Friday	XX
for	XX
hurling	XX
chairs	XX
at	XX
restaurant	XX
staff	XX
during	XX
a	XX
disturbance	XX
at	XX
a	XX
McDonald	XX
's	XX
fast-food	XX
restaurant	XX
.	XX

Bowyer	XX
,	XX
19	XX
,	XX
who	XX
was	XX
caught	XX
in	XX
the	XX
act	XX
by	XX
security	XX
cameras	XX
,	XX
pleaded	XX
guilty	XX
to	XX
a	XX
charge	XX
of	XX
affray	XX
at	XX
a	XX
court	XX
in	XX
London	XX
.	XX

He	XX
was	XX
fined	XX
and	XX
ordered	XX
to	XX
pay	XX
a	XX
total	XX
of	XX
175	XX
pounds	XX
to	XX
two	XX
members	XX
of	XX
staff	XX
injured	XX
in	XX
the	XX
fracas	XX
in	XX
an	XX
east	XX
London	XX
restaurant	XX
in	XX
October	XX
.	XX

Leeds	XX
had	XX
already	XX
fined	XX
Bowyer	XX
4,000	XX
pounds	XX
(	XX
$	XX
6,600	XX
)	XX
and	XX
warned	XX
him	XX
a	XX
repeat	XX
of	XX
his	XX
criminal	XX
behaviour	XX
could	XX
cost	XX
him	XX
his	XX
place	XX
in	XX
the	XX
side	XX
.	XX

Bowyer	XX
,	XX
who	XX
moved	XX
to	XX
the	XX
Yorkshire	XX
club	XX
in	XX
August	XX
for	XX
3.5	XX
million	XX
pounds	XX
(	XX
$	XX
5.8	XX
million	XX
)	XX
,	XX
was	XX
expected	XX
to	XX
play	XX
against	XX
Middlesbrough	XX
on	XX
Saturday	XX
.	XX

-DOCSTART-	XX

BASKETBALL	XX
-	XX
EUROLEAGUE	XX
STANDINGS	XX
.	XX

LONDON	XX
1996-12-06	XX

Standings	XX
in	XX
the	XX
men	XX
's	XX
EuroLeague	XX

basketball	XX
championship	XX
after	XX
Thursday	XX
's	XX
matches	XX
(	XX
tabulate	XX
under	XX

played	XX
,	XX
won	XX
,	XX
lost	XX
,	XX
points	XX
)	XX
:	XX

Group	XX
A	XX

CSKA	XX
Moscow	XX
(	XX
Russia	XX
9	XX
6	XX
3	XX
15	XX

Stefanel	XX
Milan	XX
(	XX
Italy	XX
)	XX
9	XX
6	XX
3	XX
15	XX

Maccabi	XX
Tel	XX
Aviv	XX
(	XX
Israel	XX
)	XX
9	XX
5	XX
4	XX
14	XX

Ulker	XX
Spor	XX
(	XX
Turkey	XX
)	XX
9	XX
4	XX
5	XX
13	XX

Limoges	XX
(	XX
France	XX
)	XX
9	XX
3	XX
6	XX
12	XX

Panionios	XX
(	XX
Greece	XX
)	XX
9	XX
3	XX
6	XX
12	XX

Group	XX
B	XX

Teamsystem	XX
Bologna	XX
(	XX
Italy	XX
)	XX
9	XX
7	XX
2	XX
16	XX

Olympiakos	XX
(	XX
Greece	XX
)	XX
9	XX
5	XX
4	XX
14	XX

Cibona	XX
Zagreb	XX
(	XX
Croatia	XX
)	XX
9	XX
5	XX
4	XX
14	XX

Alba	XX
Berlin	XX
(	XX
Germany	XX
)	XX
9	XX
5	XX
4	XX
14	XX

Estudiantes	XX
Madrid	XX
(	XX
Spain	XX
)	XX
9	XX
5	XX
4	XX
14	XX

Charleroi	XX
(	XX
Belgium	XX
)	XX
9	XX
0	XX
9	XX
9	XX

Group	XX
C	XX

Panathinaikos	XX
(	XX
Greece	XX
)	XX
9	XX
7	XX
2	XX
16	XX

Ljubljana	XX
(	XX
Slovenia	XX
)	XX
9	XX
6	XX
3	XX
15	XX

Villeurbanne	XX
(	XX
France	XX
)	XX
9	XX
6	XX
3	XX
15	XX

Barcelona	XX
(	XX
Spain	XX
)	XX
9	XX
4	XX
5	XX
13	XX

